new_id,item_id,title,year,query,image
315,1095,Glengarry Glen Ross,1992,https://www.omdbapi.com/?apikey=437defe6&t=Glengarry+Glen+Ross&y=1992,https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg
316,3499,Misery,1990,https://www.omdbapi.com/?apikey=437defe6&t=Misery&y=1990,https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_SX300.jpg
317,1635,The Ice Storm,1997,https://www.omdbapi.com/?apikey=437defe6&t=The+Ice+Storm&y=1997,https://m.media-amazon.com/images/M/MV5BNTQ1NzI1MzgtYWM3ZC00YjdhLWE1ODAtMmU0YzQzYjY3MjNiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg
318,1279,Night on Earth,1991,https://www.omdbapi.com/?apikey=437defe6&t=Night+on+Earth&y=1991,https://m.media-amazon.com/images/M/MV5BOGNmMjBmZWEtOWYwZC00NGIzLTg0YWItMzkzMWMwOTU4YTViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
319,1923,There's Something About Mary,1998,https://www.omdbapi.com/?apikey=437defe6&t=There%27s+Something+About+Mary&y=1998,https://m.media-amazon.com/images/M/MV5BZWFlZjE5OTYtNWY0ZC00MzgzLTg5MjUtYTFkZjk2NjJkYjM0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
320,1500,Grosse Pointe Blank,1997,https://www.omdbapi.com/?apikey=437defe6&t=Grosse+Pointe+Blank&y=1997,https://m.media-amazon.com/images/M/MV5BMmRhYTg0N2QtMWZhMS00OWQwLTk1ZmEtMmUyMTY0NTE4YWUwXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg
321,1650,Washington Square,1997,https://www.omdbapi.com/?apikey=437defe6&t=Washington+Square&y=1997,https://m.media-amazon.com/images/M/MV5BYWYyMzM2YzMtYjkyYi00YTUyLWI1OTktNWFhYTc0YmM2YTc2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
322,866,Bound,1996,https://www.omdbapi.com/?apikey=437defe6&t=Bound&y=1996,https://m.media-amazon.com/images/M/MV5BNjcwN2RhYWYtOWY1NC00M2JkLTllYWItYzZhOTg4NjZmMDcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
323,47,Seven,1995,https://www.omdbapi.com/?apikey=3e0ee9be&t=Seven&y=1995,https://m.media-amazon.com/images/M/MV5BOWE4ZDdhNmMtNzE5ZC00NzExLTlhNGMtY2ZhYjYzODEzODA1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
324,1734,My Life in Pink, 1997,https://www.omdbapi.com/?apikey=3e0ee9be&t=My+Life+in+Pink&y=+1997,"https://m.media-amazon.com/images/M/MV5BNmFkMjQ5M2ItY2ZiNi00Njg1LTkwMWItMTI2MGIzY2VhMDE5XkEyXkFqcGdeQXVyODU5MDg5OTY@._V1_UY268_CR1,0,182,268_AL_.jpg"
325,215,Before Sunrise,1995,https://www.omdbapi.com/?apikey=437defe6&t=Before+Sunrise&y=1995,https://m.media-amazon.com/images/M/MV5BZDdiZTAwYzAtMDI3Ni00OTRjLTkzN2UtMGE3MDMyZmU4NTU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
326,3006,The Insider,1999,https://www.omdbapi.com/?apikey=437defe6&t=The+Insider&y=1999,https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
327,2890,Three Kings,1999,https://www.omdbapi.com/?apikey=437defe6&t=Three+Kings&y=1999,https://m.media-amazon.com/images/M/MV5BZjQ5MzM1ZGItZDQyYi00ZDQ5LWJkMDQtYTIxZmIwNWQ5NmUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
328,2323,The Cruise,1998,https://www.omdbapi.com/?apikey=437defe6&t=The+Cruise&y=1998,https://m.media-amazon.com/images/M/MV5BMTY5Njg5NTAxMV5BMl5BanBnXkFtZTcwNTIzMzIzMQ@@._V1_SX300.jpg
329,272,The Madness of King George,1994,https://www.omdbapi.com/?apikey=437defe6&t=The+Madness+of+King+George&y=1994,https://m.media-amazon.com/images/M/MV5BMTNiNzk1YjMtODViOC00MjUyLWI3MmMtZjhkMjlkYTM0NjU2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
330,1535,Love! Valour! Compassion!,1997,https://www.omdbapi.com/?apikey=437defe6&t=Love%21+Valour%21+Compassion%21&y=1997,https://m.media-amazon.com/images/M/MV5BYWY4MzE2NWUtNTU1Yi00ODI1LWI2ZTMtNmVhNmZmNDQxMzMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
331,1759,Four Days in September,1997,https://www.omdbapi.com/?apikey=437defe6&t=Four+Days+in+September&y=1997,https://m.media-amazon.com/images/M/MV5BNWYxNWFjNjgtYzM1OS00NDllLWEyN2EtNTBiZGRiOTA5MWYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
332,1594,In the Company of Men,1997,https://www.omdbapi.com/?apikey=437defe6&t=In+the+Company+of+Men&y=1997,https://m.media-amazon.com/images/M/MV5BYmFiZTI1MDUtNGYyMi00ZTRkLWE1Y2UtZWY0ZDZiZTBiMjRmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
333,1517,Austin Powers: International Man of Mystery,1997,https://www.omdbapi.com/?apikey=437defe6&t=Austin+Powers%3A+International+Man+of+Mystery&y=1997,https://m.media-amazon.com/images/M/MV5BMTRhZTY0MDItY2I1Yi00MGE3LTk1ZDEtMjA0ZGZhNDQyNGU0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
334,1885,The Opposite of Sex,1998,https://www.omdbapi.com/?apikey=437defe6&t=The+Opposite+of+Sex&y=1998,"https://m.media-amazon.com/images/M/MV5BNTA3NTQ1MmUtZTI0NS00MWFjLTlkZmYtY2Y4MzMxMzI5MDE0XkEyXkFqcGdeQXVyMjM5ODMxODc@._V1_UX182_CR0,0,182,268_AL_.jpg"
335,1392,Citizen Ruth,1996,https://www.omdbapi.com/?apikey=437defe6&t=Citizen+Ruth&y=1996,https://m.media-amazon.com/images/M/MV5BMjA1ZDkxNGEtNWUwZS00MGEwLWEwNDctZjNkNjE3NDcxZGEwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
336,3100,A River Runs Through It,1992,https://www.omdbapi.com/?apikey=437defe6&t=A+River+Runs+Through+It&y=1992,https://m.media-amazon.com/images/M/MV5BNzE4YWZkOWMtOWZlNS00NzU4LTk5MDQtZjZkNDllMjM1NGI1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
337,16,Casino,1995,https://www.omdbapi.com/?apikey=437defe6&t=Casino&y=1995,https://m.media-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
338,1747,Wag the Dog,1997,https://www.omdbapi.com/?apikey=437defe6&t=Wag+the+Dog&y=1997,https://m.media-amazon.com/images/M/MV5BMzRkZDVkMDItYjk3Mi00NDkyLThmODUtYzhkN2EwZmE2ZTljXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
339,497,Much Ado About Nothing,1993,https://www.omdbapi.com/?apikey=437defe6&t=Much+Ado+About+Nothing&y=1993,https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
340,1466,Donnie Brasco,1997,https://www.omdbapi.com/?apikey=437defe6&t=Donnie+Brasco&y=1997,https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
341,2384,Babe: Pig in the City,1998,https://www.omdbapi.com/?apikey=437defe6&t=Babe%3A+Pig+in+the+City&y=1998,https://m.media-amazon.com/images/M/MV5BMjI4ZDQ3NjktNjQ4Mi00NjU2LWFiZTEtYzhjODNlM2VhYTIzXkEyXkFqcGdeQXVyNDIwODAwNzg@._V1_SX300.jpg
342,2058,The Negotiator,1998,https://www.omdbapi.com/?apikey=437defe6&t=The+Negotiator&y=1998,https://m.media-amazon.com/images/M/MV5BOGE1YTI2NjItNDAyYy00YzI3LTlmNDUtYWU0ZmFlNWE3N2ViL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
343,1732,The Big Lebowski,1998,https://www.omdbapi.com/?apikey=437defe6&t=The+Big+Lebowski&y=1998,https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_SX300.jpg
344,1729,Jackie Brown,1997,https://www.omdbapi.com/?apikey=437defe6&t=Jackie+Brown&y=1997,https://m.media-amazon.com/images/M/MV5BNmY5ODRmYTItNWU0Ni00MWE3LTgyYzUtYjZlN2Q5YTcyM2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
345,2952,Hard 8,1996,https://www.omdbapi.com/?apikey=3e0ee9be&t=Hard+8&y=1996,"https://m.media-amazon.com/images/M/MV5BY2E0Mjc3MWEtNjYxNC00Y2UwLThmNTQtYmUyMTIzMzE2MTMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
346,509,The Piano,1993,https://www.omdbapi.com/?apikey=437defe6&t=The+Piano&y=1993,https://m.media-amazon.com/images/M/MV5BMWVkNzg3NDktOTFmMi00YjU2LTk0MzMtYTVjZjRiYTliZDkzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
347,224,Don Juan DeMarco,1995,https://www.omdbapi.com/?apikey=437defe6&t=Don+Juan+DeMarco&y=1995,"https://m.media-amazon.com/images/M/MV5BNzRiMGM2ODgtN2Y1Zi00ODk5LThhOTItOWVkODM0YjAyZTI2XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
348,1429,Jackie Chan's First Strike,1996,https://www.omdbapi.com/?apikey=437defe6&t=Jackie+Chan%27s+First+Strike&y=1996,"https://m.media-amazon.com/images/M/MV5BNWNmNmI3ZjQtY2FhNy00YThjLWIxNDItZjUwZjY5Zjk3OTYyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR0,0,182,268_AL_.jpg"
349,357,Four Weddings and a Funeral,1994,https://www.omdbapi.com/?apikey=437defe6&t=Four+Weddings+and+a+Funeral&y=1994,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg
350,321,Strawberry and Chocolate,1993,https://www.omdbapi.com/?apikey=3e0ee9be&t=Strawberry+and+Chocolate&y=1993,https://m.media-amazon.com/images/M/MV5BMzhjMDQ1YTctNTNmNS00NDZjLWFjYjUtM2FhZTA2NmYxZjJlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
351,348,Bullets Over Broadway,1994,https://www.omdbapi.com/?apikey=437defe6&t=Bullets+Over+Broadway&y=1994,https://m.media-amazon.com/images/M/MV5BM2M4MWU5NzItYTBkOC00ZjYxLTljZWEtYWMzODY3YmExMWY4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
352,1715,Office Killer,1997,https://www.omdbapi.com/?apikey=437defe6&t=Office+Killer&y=1997,https://m.media-amazon.com/images/M/MV5BNDg2NTczMDctZmZmNC00MDczLTgyNjUtZWJiOTU4ZDBlOGU5XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
353,1653,Gattaca,1997,https://www.omdbapi.com/?apikey=437defe6&t=Gattaca&y=1997,https://m.media-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
354,412,The Age of Innocence,1993,https://www.omdbapi.com/?apikey=437defe6&t=The+Age+of+Innocence&y=1993,https://m.media-amazon.com/images/M/MV5BMDhkN2FhYTktYWUwNy00NTE5LWJiYjYtMGNlODIyNDc5MWZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
355,6,Heat,1995,https://www.omdbapi.com/?apikey=437defe6&t=Heat&y=1995,https://m.media-amazon.com/images/M/MV5BNDc0YTQ5NGEtM2NkYS00MWRhLThiNzAtNmY3NWU3YzNkMjIyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
356,3020,Falling Down,1993,https://www.omdbapi.com/?apikey=437defe6&t=Falling+Down&y=1993,https://m.media-amazon.com/images/M/MV5BYjcxMzM3OWMtNmM3Yy00YzBkLTkxMmQtMDk4MmM3Y2Y4MDliL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
357,1643,Mrs. Brown,1997,https://www.omdbapi.com/?apikey=3e0ee9be&t=Mrs.+Brown&y=1997,https://m.media-amazon.com/images/M/MV5BMDdmYmEzZWYtZTRiMy00N2NjLWE2N2EtYTY3MDY2OWYxNDg2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
358,3249,The Hand That Rocks the Cradle,1992,https://www.omdbapi.com/?apikey=437defe6&t=The+Hand+That+Rocks+the+Cradle&y=1992,https://m.media-amazon.com/images/M/MV5BYjdiZDA5ODUtMWE2OC00ZDVkLTkwN2YtOWU5ZTA2ZDdhZWQ3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg
359,3476,Jacob's Ladder,1990,https://www.omdbapi.com/?apikey=437defe6&t=Jacob%27s+Ladder&y=1990,https://m.media-amazon.com/images/M/MV5BYzQyZGQyZDEtZjI5Zi00NmI5LWI5NTctNDA4NjI5YWNjYjdjXkEyXkFqcGdeQXVyMjAxMjEzNzU@._V1_SX300.jpg
360,1966,Metropolitan,1990,https://www.omdbapi.com/?apikey=437defe6&t=Metropolitan&y=1990,https://m.media-amazon.com/images/M/MV5BMjU4N2JiYjctNDQyOC00ZDZjLTlhMGYtOGJkMmYwYTM3NjcwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg
361,1268,Pump Up the Volume,1990,https://www.omdbapi.com/?apikey=437defe6&t=Pump+Up+the+Volume&y=1990,https://m.media-amazon.com/images/M/MV5BNzY2OTkzNzUyNl5BMl5BanBnXkFtZTgwNTY1NTk4NjE@._V1_SX300.jpg
362,3386,JFK,1991,https://www.omdbapi.com/?apikey=437defe6&t=JFK&y=1991,https://m.media-amazon.com/images/M/MV5BYjYyODExMDctZjgwYy00ZjQwLWI4OWYtOGFlYjA4ZjEzNmY1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
363,1794,Love and Death on Long Island,1997,https://www.omdbapi.com/?apikey=437defe6&t=Love+and+Death+on+Long+Island&y=1997,https://m.media-amazon.com/images/M/MV5BMTU0MDUwNjM3N15BMl5BanBnXkFtZTcwMjg0NTkxMQ@@._V1_SX300.jpg
364,506,Orlando,1993,https://www.omdbapi.com/?apikey=437defe6&t=Orlando&y=1993,"https://m.media-amazon.com/images/M/MV5BYmY1OTA3MjAtYjQxOC00OTlkLWExZWQtMjc3ZjExOWFhM2UwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
365,377,Speed,1994,https://www.omdbapi.com/?apikey=437defe6&t=Speed&y=1994,https://m.media-amazon.com/images/M/MV5BYjc0MjYyN2EtZGRhMy00NzJiLWI2Y2QtYzhiYTU3NzAxNzg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
366,202,Total Eclipse,1995,https://www.omdbapi.com/?apikey=437defe6&t=Total+Eclipse&y=1995,https://m.media-amazon.com/images/M/MV5BMjEyMTY0NDM2N15BMl5BanBnXkFtZTcwMjMzNDYxMQ@@._V1_SX300.jpg
367,1683,The Wings of the Dove,1997,https://www.omdbapi.com/?apikey=437defe6&t=The+Wings+of+the+Dove&y=1997,https://m.media-amazon.com/images/M/MV5BMGY5ZmZiOTgtMWEzYS00NmNkLTk2MTUtNTg3YjliNDg0NmUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
368,1722,Tomorrow Never Dies,1997,https://www.omdbapi.com/?apikey=437defe6&t=Tomorrow+Never+Dies&y=1997,https://m.media-amazon.com/images/M/MV5BMTM1MTk2ODQxNV5BMl5BanBnXkFtZTcwOTY5MDg0NA@@._V1_SX300.jpg
369,194,Smoke,1995,https://www.omdbapi.com/?apikey=437defe6&t=Smoke&y=1995,https://m.media-amazon.com/images/M/MV5BMjUwYTdiYjItNTgzNS00MmQ3LWJlMDctODMyNTkxMjIxMDgwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
370,3079,Mansfield Park,1999,https://www.omdbapi.com/?apikey=437defe6&t=Mansfield+Park&y=1999,https://m.media-amazon.com/images/M/MV5BNjUyNDg5OWUtYjZmMC00MmQ4LThjZjYtZmE4MzBhMzI2MzQ1XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg
371,1921,Pi,1998,https://www.omdbapi.com/?apikey=437defe6&t=Pi&y=1998,https://m.media-amazon.com/images/M/MV5BMjYzNTA4YzItYTQ2Yy00NDQwLWI2OGItN2JmMjZhZTVhMzI5L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
372,2725,Twin Falls Idaho,1999,https://www.omdbapi.com/?apikey=437defe6&t=Twin+Falls+Idaho&y=1999,https://m.media-amazon.com/images/M/MV5BMTkxNzkxMjUzNV5BMl5BanBnXkFtZTcwOTczNDMzMQ@@._V1_SX300.jpg
373,3266,Man Bites Dog,1992,https://www.omdbapi.com/?apikey=3e0ee9be&t=Man+Bites+Dog&y=1992,https://m.media-amazon.com/images/M/MV5BMTVmNDZjNjMtMDZjZi00ODMwLTlhNWQtZDhmZTE4ZjczM2I4XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg
374,1191,Madonna: Truth or Dare,1991,https://www.omdbapi.com/?apikey=437defe6&t=Madonna%3A+Truth+or+Dare&y=1991,https://m.media-amazon.com/images/M/MV5BMTM2Njg5NDEtNDFkMC00YmVlLWEyMjUtZWZiNWY1OGQ2ZTI1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
375,1897,High Art,1998,https://www.omdbapi.com/?apikey=437defe6&t=High+Art&y=1998,https://m.media-amazon.com/images/M/MV5BMGY4NTRmN2ItMDFkMS00YjY4LWFlZWEtZGFkYjRjODE2OTA4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
376,1733,Afterglow,1997,https://www.omdbapi.com/?apikey=437defe6&t=Afterglow&y=1997,https://m.media-amazon.com/images/M/MV5BYjVlYjYzNzktYjA4Ny00ZTk2LTlmNTUtYTI5OTZkOTE2YzU4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
377,1909,The X-Files: Fight the Future,1998,https://www.omdbapi.com/?apikey=437defe6&t=The+X-Files%3A+Fight+the+Future&y=1998,https://m.media-amazon.com/images/M/MV5BMTQ1MDEzODY0Nl5BMl5BanBnXkFtZTgwMDUzNTc1MDE@._V1_SX300.jpg
378,52,Mighty Aphrodite,1995,https://www.omdbapi.com/?apikey=437defe6&t=Mighty+Aphrodite&y=1995,https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
379,551,The Nightmare Before Christmas,1993,https://www.omdbapi.com/?apikey=437defe6&t=The+Nightmare+Before+Christmas&y=1993,https://m.media-amazon.com/images/M/MV5BNWE4OTNiM2ItMjY4Ni00ZTViLWFiZmEtZGEyNGY2ZmNlMzIyXkEyXkFqcGdeQXVyMDU5NDcxNw@@._V1_SX300.jpg
380,353,The Crow,1994,https://www.omdbapi.com/?apikey=437defe6&t=The+Crow&y=1994,https://m.media-amazon.com/images/M/MV5BM2Y4ZGVhZjItNjU0OC00MDk1LWI4ZTktYTgwMWJkNDE5OTcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
381,229,Death and the Maiden,1994,https://www.omdbapi.com/?apikey=437defe6&t=Death+and+the+Maiden&y=1994,https://m.media-amazon.com/images/M/MV5BMDYwODA0NDctMzJlOS00ODE2LThmZDUtMzBhNWFjYjUxMjEwXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_SX300.jpg
382,2029,Billy's Hollywood Screen Kiss,1997,https://www.omdbapi.com/?apikey=437defe6&t=Billy%27s+Hollywood+Screen+Kiss&y=1997,"https://m.media-amazon.com/images/M/MV5BN2NiOGVjODEtZDE1MC00Y2U3LTg2MDUtODcyMzRmNmYwOTdmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
383,1485,Liar Liar,1997,https://www.omdbapi.com/?apikey=437defe6&t=Liar+Liar&y=1997,https://m.media-amazon.com/images/M/MV5BYjZlYmJjYWYtZDM0NS00YmZlLWIyMTAtMDY5ZTNjZTgwMDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
384,1884,Fear and Loathing in Las Vegas,1998,https://www.omdbapi.com/?apikey=437defe6&t=Fear+and+Loathing+in+Las+Vegas&y=1998,https://m.media-amazon.com/images/M/MV5BNjA2ZDY3ZjYtZmNiMC00MDU5LTgxMWEtNzk1YmI3NzdkMTU0XkEyXkFqcGdeQXVyNjQyMjcwNDM@._V1_SX300.jpg
385,288,Natural Born Killers,1994,https://www.omdbapi.com/?apikey=437defe6&t=Natural+Born+Killers&y=1994,https://m.media-amazon.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@._V1_SX300.jpg
386,3072,Moonstruck,1987,https://www.omdbapi.com/?apikey=437defe6&t=Moonstruck&y=1987,https://m.media-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg
387,912,Casablanca,1942,https://www.omdbapi.com/?apikey=437defe6&t=Casablanca&y=1942,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
388,1043,To Gillian on Her 37th Birthday,1996,https://www.omdbapi.com/?apikey=437defe6&t=To+Gillian+on+Her+37th+Birthday&y=1996,https://m.media-amazon.com/images/M/MV5BMzQ4ZmU0ODEtNWVlMS00NzkwLThjNzAtMmMyNDBjMDhiZTIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
389,17,Sense and Sensibility,1995,https://www.omdbapi.com/?apikey=437defe6&t=Sense+and+Sensibility&y=1995,https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_SX300.jpg
390,1441,Benny & Joon,1993,https://www.omdbapi.com/?apikey=437defe6&t=Benny+%26+Joon&y=1993,https://m.media-amazon.com/images/M/MV5BMTUwMzkyNjIzMl5BMl5BanBnXkFtZTcwMDMyNDcyNA@@._V1_SX300.jpg
391,3685,Prizzi's Honor,1985,https://www.omdbapi.com/?apikey=437defe6&t=Prizzi%27s+Honor&y=1985,https://m.media-amazon.com/images/M/MV5BZmVmOGIzNDUtODYwZi00NWI2LTlhOGQtNmU1ZjU2OGFiOTRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
392,1296,A Room with a View,1986,https://www.omdbapi.com/?apikey=437defe6&t=A+Room+with+a+View&y=1986,"https://m.media-amazon.com/images/M/MV5BYTEyYmE0M2MtZDQ1OC00MGUxLWI4OGMtM2M1ZjIyNDI0Y2Q4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
393,2100,Splash,1984,https://www.omdbapi.com/?apikey=437defe6&t=Splash&y=1984,https://m.media-amazon.com/images/M/MV5BZDRmZTQ0MDQtNWRmYS00NDhhLTgzNzUtZGIyYzkwZDMyNTc0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
394,1674,Witness,1985,https://www.omdbapi.com/?apikey=437defe6&t=Witness&y=1985,https://m.media-amazon.com/images/M/MV5BZWQzYmM5OGYtMDJlOC00M2RlLThhYzgtNjZiOWYxNjlhMDJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
395,2802,Tequila Sunrise,1988,https://www.omdbapi.com/?apikey=437defe6&t=Tequila+Sunrise&y=1988,https://m.media-amazon.com/images/M/MV5BNjg5YmE5ZDUtOTFiMS00ZWNlLWI4NDktYTBkYTE0NmNiNWQyL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
396,1959,Out of Africa,1985,https://www.omdbapi.com/?apikey=437defe6&t=Out+of+Africa&y=1985,https://m.media-amazon.com/images/M/MV5BMTc5Y2NiZWQtZGY4YS00NDI4LThhM2ItMDdhYzFlNzY1NmM0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
397,2406,Romancing the Stone,1984,https://www.omdbapi.com/?apikey=437defe6&t=Romancing+the+Stone&y=1984,https://m.media-amazon.com/images/M/MV5BMDAwNjljMzEtMTc3Yy00NDg2LThjNDAtNjc0NGYyYjM2M2I1XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
398,1101,Top Gun,1986,https://www.omdbapi.com/?apikey=437defe6&t=Top+Gun&y=1986,https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
399,3501,Murphy's Romance,1985,https://www.omdbapi.com/?apikey=437defe6&t=Murphy%27s+Romance&y=1985,https://m.media-amazon.com/images/M/MV5BM2E1OTkyN2QtMjI4NS00MGRmLTkxZmMtNjgyY2NhNTkzMjEwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
400,1088,Dirty Dancing,1987,https://www.omdbapi.com/?apikey=437defe6&t=Dirty+Dancing&y=1987,https://m.media-amazon.com/images/M/MV5BMTc3MDY3ODQ2OV5BMl5BanBnXkFtZTgwOTQ2NTYxMTE@._V1_SX300.jpg
